K,n,block_time
3,100,0.000756386916666667
3,250,0.00146713691666667
3,500,0.00265759525
3,750,0.00438292858333333
3,1000,0.00515551191666667
3,1500,0.00772901191666667
3,2000,0.0105815119166667
3,3000,0.0155568035833333
3,4500,0.0232386369166667
3,6000,0.0310552619166667
3,10000,0.05378247025
