K,n,block_time,dense_time,max_residual
3,100,0.0007136251875,0.0193888335208333,3.59410591427048e-15+0i
3,250,0.00140341685416667,0.1753876251875,3.80727187542945e-15+0i
3,500,0.0027225001875,0.639218791854167,5.53888920652065e-15+0i
3,750,0.00367266685416667,1.99902054185417,4.23934049930457e-15+0i
3,1000,0.00491995852083333,4.11737027102083,5.14070426351331e-15+0i
3,1500,0.0073872501875,12.1330279585208,4.92518759394463e-15+0i
3,2000,0.0101368751875,27.2576167918542,3.82107129219806e-15+5.03544923532113e-15i
