K,n,block_time,dense_time,max_residual
3,100,0.0017413797951303421,0.11217120802029967,4.9848890172662694e-15
3,250,0.0055915874987840656,1.0835462079849094,4.9848890172662694e-15
3,500,0.015523879148531705,5.246211583027616,8.244790030334968e-15
3,750,0.02937072910135612,15.550231750006787,8.238620852014447e-15
3,1000,0.06109794161748141,33.00376833300106,8.244790030334968e-15
3,1500,0.1286778335343115,99.27296620805282,8.244790030334968e-15
3,2000,0.2040270420257002,229.9901255830191,8.244790030334968e-15
